LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,label
110000,40,93357,94938,79368,74778,4100,2612,2666,2700,0
200000,43,203393,198272,120005,121023,0,5812,4500,9352,1
210000,37,0,0,0,0,0,0,0,0,0
320000,36,146201,129311,112151,84218,5465,3137,52,2384,0
20000,37,66599,67259,69521,16970,2317,2579,606,628,1
130000,29,1110,1170,780,390,1170,0,0,0,0
20000,29,16961,16365,9342,556,2000,1139,556,20191,0
210000,39,3391,775,450,125,1000,0,0,1000,0
30000,33,25498,26149,26716,26918,1451,1408,1000,964,1
60000,36,47987,48716,47632,48738,1788,0,1894,1801,1
110000,49,75565,64833,48586,48430,4009,5000,2000,2000,0
130000,32,32236,41510,-1523,-1523,10000,0,0,0,0
500000,38,74615,74399,68761,70260,4010,6720,5000,5000,0
500000,38,499231,511629,-311,6391,22600,501,6892,421,1
100000,35,8102,10252,5607,59265,2500,0,59265,4100,1
220000,25,29664,5995,8419,6523,1018,8424,20,878,0
50000,40,40561,97214,48890,8694,18280,2284,311,322,0
500000,49,1320,1320,1320,1320,1320,1320,1320,1320,0
50000,29,2459,2471,6015,5625,2471,6015,0,3056,1
200000,45,1417,12643,3977,0,12660,3977,0,2500,0
320000,50,5714,7870,342,-6,3000,342,2,1500,0
450000,29,16524,12624,11239,10569,676,1204,264,19,0
20000,26,43340,42619,35381,31539,0,0,0,0,0
310000,44,500,0,0,0,0,0,0,0,0
120000,23,100727,96551,69676,44879,4324,3234,1448,1400,1
200000,48,354304,303188,153179,156229,8000,5600,5600,6000,0
50000,53,49466,50544,25381,9652,2442,1669,330,1342,0
130000,48,100522,102650,0,0,4650,0,0,0,0
50000,23,25421,26704,26952,15673,2000,1000,3400,1500,0
130000,26,16435,17166,19478,19862,1300,2600,1000,0,1
50000,42,50221,49664,49611,2190,2215,1462,248,20787,0
30000,32,17287,14493,17240,19934,3000,3000,3000,3000,0
30000,34,24014,25891,27385,27834,2274,2217,1200,1000,1
160000,34,390,390,390,520,390,390,520,560,1
50000,27,43341,44442,45408,48279,1800,1729,3600,0,0
80000,28,18112,8857,69841,59075,10084,79200,2108,2200,0
60000,25,50269,47809,42769,38855,4749,1621,1400,1395,0
230000,27,46628,45253,10507,6742,0,1000,135,4387,0
390000,30,86124,89129,90294,92243,4300,3437,3346,3475,0
110000,28,3242,4095,4296,5043,1300,1054,1000,1000,0
50000,24,0,0,0,0,0,0,0,0,0
20000,35,22382,20650,-15000,-15000,0,0,0,0,1
100000,29,65324,11860,0,0,2106,0,0,0,0
70000,33,32405,22484,23169,23337,10580,8009,10004,5000,0
150000,31,156286,148841,134757,85874,57,6203,2819,3109,0
390000,31,19469,17227,17400,19180,2227,2400,2180,1036,0
50000,22,47559,50463,49094,1884,3690,2500,942,19792,0
90000,26,121368,102385,91591,66033,0,95800,0,6000,0
290000,30,288994,296230,158127,234456,12549,7003,234456,9500,1
20000,24,19401,20610,19682,19593,3232,0,815,858,0
90000,28,87916,87459,88183,91204,5800,5400,5804,0,1
260000,48,266762,268508,266858,194413,11500,10000,5731,5654,0
90000,26,92472,92518,91504,91706,4600,4100,3900,4000,0
100000,27,104489,101123,101600,17046,0,4384,341,1075,1
150000,31,126419,128887,134208,139551,7000,12440,10000,5000,0
60000,46,60987,60832,50469,40564,2145,1612,1404,1442,0
80000,42,80586,77960,79804,75299,3000,3200,3000,3400,0
80000,24,15621,3760,1368,0,3768,1368,0,1421,0
30000,26,30349,29580,30121,12787,0,1200,256,137,0
20000,38,2638,3016,3274,7028,3016,3282,7055,1839,0
50000,24,34500,0,0,0,0,0,0,0,0
250000,37,43971,32009,13346,9163,1007,13346,9163,8338,0
50000,22,41940,41811,35920,19987,1748,1253,2504,1004,1
120000,32,5152,4529,890,890,1015,890,890,3040,0
20000,36,-25,-25,-25,-25,0,0,0,0,0
280000,33,2186,2186,2184,2542,2196,2194,2554,2196,0
50000,35,46532,46624,45438,39527,3000,1200,9,500,0
360000,49,348,7963,198840,390,8047,200222,1044,390,0
100000,32,671,671,671,1642,671,671,1642,0,1
140000,42,47556,48802,47722,50411,2300,0,3800,0,0
170000,33,172382,173101,171158,121399,6558,6316,3828,3569,0
50000,33,25658,26539,27507,28299,1700,2080,3000,1000,0
50000,46,49083,27822,28702,29119,1463,1733,1150,1480,0
120000,47,2486,151,2853,2896,260,5753,1153,3,1
170000,38,86401,88991,91571,94045,3991,4071,4000,5600,0
380000,43,195221,188328,192624,149860,8000,8263,7127,4000,0
400000,37,76917,79075,81864,83747,4000,4000,3000,3000,0
50000,30,30145,26212,17354,18157,5000,2000,1000,1000,0
440000,42,22597,7288,5683,-20,7324,5683,20,0,0
30000,24,150,150,150,150,0,0,0,0,0
470000,39,5572,3595,22816,2360,3595,22816,2360,4356,0
180000,40,1903,0,0,3155,0,0,3155,1173,0
110000,32,34000,223,0,0,223,0,0,0,1
300000,25,76918,41773,31180,19507,4103,1427,600,1200,0
120000,31,325,325,325,325,325,325,325,325,0
220000,33,3233,2106,666,1064,2108,1332,1064,707,0
50000,27,50459,36307,27713,3807,1600,3071,500,2800,0
100000,43,0,0,0,0,0,0,0,551,0
170000,30,3733,1958,5956,1836,1958,5956,1842,3959,0
360000,37,3355,5865,3300,6290,5865,3300,6290,8220,0
180000,43,4819,5240,999,495,1010,1003,496,1781,0
120000,27,33474,29029,26523,20554,1789,2037,659,802,0
210000,32,1649,1000,0,1761,1000,0,1761,675,0
60000,56,28842,30371,31556,32345,2000,2000,1315,2000,1
130000,40,20733,14261,22242,18265,7261,12272,10265,11546,0
50000,36,3781,1710,25967,17227,1710,25000,754,600,0
50000,52,30505,29731,31062,33231,0,1831,3000,1182,1
100000,33,3976,0,0,0,0,0,0,0,1
150000,43,90606,93496,94196,91550,4348,3229,3150,3348,0
240000,38,6848,836,2508,1672,836,2508,0,0,1
120000,38,7787,3495,1706,-4,3505,1711,0,0,0
80000,32,199,199,199,199,199,199,199,0,1
210000,27,174134,167095,161573,122362,16,6800,3800,5134,1
80000,37,1118,1102,10512,19529,0,10512,9529,8167,0
50000,38,20838,23204,22538,22864,3000,0,1000,1000,1
50000,52,50671,50525,38240,18443,1844,1292,804,5717,0
330000,34,1406,1467,2599,17064,1488,2599,17064,70464,0
230000,28,152966,65722,11666,18844,65722,20000,18844,34983,0
30000,44,7221,6962,6700,0,0,0,0,0,1
50000,41,39159,40194,41209,42125,1669,1684,1600,2000,1
220000,37,185955,181587,186054,188465,0,9000,7000,7500,0
270000,27,11306,11263,13021,4144,1500,2000,2000,1000,0
160000,44,156400,157923,158746,153208,7200,8000,5510,5800,0
10000,24,3892,3686,5064,4837,0,1600,0,600,0
20000,25,15006,16166,17160,16760,1406,1400,0,0,0
30000,25,22440,24168,23481,23950,2390,0,859,2097,1
210000,32,85965,88586,94412,92195,4000,7500,0,3000,0
250000,50,116256,122392,118668,95735,11500,0,3543,3700,0
50000,28,23244,24364,25454,26030,1500,1500,1000,1000,0
180000,28,584,1133,572,803,1133,572,803,916,0
200000,35,7429,24325,40258,15103,24325,40265,15159,14079,0
350000,38,16459,4120,44164,35233,941,44743,0,884,1
20000,22,18093,18543,18911,19000,1300,1611,700,704,0
30000,36,30328,29999,0,0,1768,0,0,0,1
20000,34,6099,7559,8989,8436,2000,2000,0,4000,0
140000,59,62042,63445,63729,63751,3000,2000,2000,2000,1
30000,44,18659,22544,21889,22721,4500,0,1500,1200,1
180000,30,15743,9814,9161,8252,1205,9402,0,0,0
20000,25,8011,9041,10903,11622,1320,2181,900,2000,0
100000,36,53530,55081,55581,59253,3000,2000,4600,3000,1
100000,36,101972,115335,112016,112906,16608,0,4233,9200,1
20000,45,0,0,0,0,0,0,0,0,0
350000,31,18685,21057,23291,22812,3000,3000,0,5000,1
80000,32,80237,69568,64469,54020,3000,2500,2000,3000,0
120000,49,44244,44075,44823,44683,2000,3000,2000,3000,0
210000,30,1654,33257,34395,35321,32000,2000,1500,1500,0
120000,37,32050,3872,52150,2740,3872,52150,2740,4626,0
20000,22,8134,9992,10526,11049,2000,1000,1000,1000,0
200000,25,848,753,547,-2,753,547,2,2042,0
50000,54,1126,1113,1092,1415,0,0,323,0,0
170000,37,5635,6321,102108,2120,6321,102108,2120,2873,0
450000,37,0,245,0,0,245,0,0,0,0
300000,34,396,396,396,0,396,396,0,792,0
300000,36,295433,301521,308038,306154,13000,13116,11000,11000,0
280000,37,2035,11009,9360,7480,11009,9370,7486,4402,0
170000,39,171160,187853,171095,137986,13000,6154,15000,6000,0
60000,38,30013,31226,32396,34657,2000,2000,2800,1500,1
50000,29,23469,23110,22792,20861,1437,1236,649,831,0
380000,38,0,0,990,2086,0,990,2086,0,0
70000,40,45251,42685,45674,44639,1800,3700,0,3707,1
430000,48,4469,52213,46935,0,52226,46935,0,46987,0
180000,38,326,326,326,326,326,326,326,326,0
330000,41,289884,283863,301265,306752,0,22200,12000,12000,0
250000,26,7374,0,0,0,0,0,0,2546,0
480000,38,384150,392013,361178,305024,15000,16000,12008,11000,0
210000,37,1890,3037,2429,823,3037,1200,0,1089,0
160000,26,25060,24306,17671,22121,8026,7804,7730,67296,0
390000,29,407399,397464,395333,367400,0,14414,14411,76000,0
280000,44,-136,-496,-856,-1216,360,360,360,317,0
50000,33,390,390,0,780,390,0,780,0,0
350000,60,0,1150,4576,0,1150,4576,0,0,1
230000,40,360,0,0,0,0,0,0,0,0
200000,36,5644,82620,14129,41359,89187,14178,41359,9140,0
30000,47,29596,29625,29523,29494,1600,1500,1500,1500,0
50000,37,4719,22449,6640,5410,22530,6640,5410,9570,0
180000,26,24464,25332,11991,4394,1573,3007,4394,200,0
150000,45,141415,144592,147635,129507,5457,5661,4636,4800,1
70000,27,39449,39742,40618,28782,2100,2000,1200,2590,0
150000,26,10111,9847,10870,12189,1158,1181,1500,836,0
50000,25,43685,44694,43673,44659,2000,0,2000,6000,0
430000,42,89395,90052,90604,91200,3243,3200,3185,3500,0
70000,25,3635,4529,4308,4859,1100,0,624,0,1
20000,36,0,832,0,832,832,0,832,1486,0
310000,33,115,894,0,0,894,0,0,0,1
160000,23,96814,69870,68984,55559,10008,20014,1894,6425,0
30000,38,30771,29975,27541,27785,0,2000,1000,1500,0
480000,39,51303,74639,67306,19895,73428,20496,34,23682,0
180000,28,99307,104403,110366,101550,6700,10605,0,4751,1
210000,40,5130,15266,11423,9329,15266,2500,1200,3000,0
360000,30,312,312,312,312,313,313,313,252,1
180000,31,36864,35587,35989,36013,0,1800,1230,1200,0
200000,29,16198,14320,15439,14757,0,5000,1000,0,0
50000,22,48423,44450,956,976,2150,956,20,1000,1
240000,48,3972,783,0,0,783,0,0,3853,1
180000,29,35619,22745,12200,9531,1745,1200,1531,3500,0
80000,33,325,107,1107,1338,107,1000,1338,0,0
50000,32,42740,44744,47539,17360,3000,4000,1000,1000,0
280000,36,101803,100836,96333,97475,5005,7066,10000,5000,0
70000,29,43462,41845,40476,43687,3000,3000,7000,10000,0
400000,36,6233,11152,-1,376,11219,0,377,0,0
210000,45,430,430,430,430,430,430,430,430,0
80000,33,55424,56598,57724,58892,2068,2081,2113,5000,0
30000,24,300,300,300,300,0,0,0,0,0
310000,29,400,400,400,20334,0,0,20334,0,0
360000,27,0,0,0,0,0,0,0,0,0
200000,28,29804,30892,25355,21666,20044,10198,15083,15450,0
50000,33,50431,45619,33610,19221,1823,1500,1000,1000,0
320000,41,49846,53811,38717,35409,5000,2000,2000,3000,0
60000,27,23439,26042,29182,29906,3300,3900,1500,0,0
230000,30,216409,221419,224753,228022,10000,8500,8500,8500,0
150000,44,1843,1367,0,0,1367,0,0,0,1
360000,39,165,853,165,300,853,165,300,0,0
50000,34,20613,28018,22744,18484,10000,10000,1500,3000,0
280000,37,3915,6686,3719,11013,6691,85,11045,21012,0
50000,50,38499,39216,15554,8704,1743,1021,200,200,0
500000,32,15491,22984,20700,19805,12992,2009,5000,5000,0
400000,41,18487,12366,13010,12620,2620,1000,0,13945,1
280000,28,1799,1768,1848,-8,1782,1857,0,1609,0
360000,41,158277,203726,293675,196475,50000,100000,0,0,0
260000,29,15502,16832,16832,16332,18000,16666,16666,16666,1
330000,42,241191,114291,113296,35048,10000,5449,5000,2000,0
350000,33,-7438,144562,147437,135043,152000,6000,5000,4000,0
500000,39,36550,18752,22376,39018,18795,22398,39041,4233,0
440000,35,128808,133340,133075,109705,10000,5000,5000,7126,0
260000,28,234867,237497,215343,205576,10500,9150,7500,8000,0
500000,48,36875,26031,32389,32830,1192,32382,2011,0,0
100000,35,81415,80759,79755,81209,4000,3000,3004,2278,0
70000,47,67670,62529,59024,26008,2730,2490,1000,5746,0
440000,43,58108,51013,48337,49532,2400,3000,2000,5000,0
220000,44,208858,212640,216062,209288,7611,7484,7109,6969,0
160000,32,3189,3203,3421,2750,3248,3421,2750,2750,0
200000,46,7340,5980,4486,9790,0,4486,10000,0,0
30000,25,24458,29022,28230,22204,5000,1518,529,535,0
110000,27,113461,112026,111792,111936,4251,4218,4167,4238,0
60000,43,57033,58994,59732,36914,2880,2473,1322,1366,0
260000,28,76996,11515,13392,22209,11515,13419,22209,54807,0
110000,36,109361,102505,103834,76491,3940,3256,2696,2780,0
260000,44,257987,260104,253488,145630,7100,135546,4500,4590,0
280000,32,157480,155362,156387,159584,6400,6100,5600,5805,0
210000,30,462,562,1864,932,1032,2234,0,932,0
80000,37,5744,33115,34131,34809,33115,1568,1246,1291,0
200000,37,75360,57589,54711,44396,2050,15000,6003,845,0
100000,33,74763,73010,74198,74964,0,3000,2000,2000,0
210000,42,9377,9534,9850,9905,9540,9856,9905,8540,0
140000,35,148305,141907,141940,113028,0,7000,3923,4000,0
180000,29,93962,95955,98354,105327,3500,4000,8600,4000,0
240000,34,122810,114408,97395,83314,10066,7255,3035,3030,0
150000,24,4857,1729,49200,50000,1733,49200,1000,0,0
80000,54,105365,108702,108486,94119,5030,2698,2172,376,1
210000,37,22908,32513,6192,2885,32513,9,8,8444,1
180000,28,12595,18704,24410,29184,7000,7000,7000,5000,0
100000,26,96353,99710,102093,97701,4900,5000,4000,3800,0
20000,28,17359,16828,17723,18733,2700,4150,1500,577,0
140000,34,128312,119084,62922,60196,5000,2200,2300,2300,0
200000,40,390,1799,390,390,1799,390,390,418,0
80000,25,77142,45209,46410,43053,2000,2000,2000,2000,0
20000,49,18718,18132,19530,18950,0,3000,0,1000,1
80000,24,0,0,0,0,0,0,0,0,0
170000,41,165602,138507,136176,61000,80000,4742,2022,2076,0
70000,41,50241,51145,50022,53390,2000,0,4200,2200,1
90000,40,3569,7319,7608,1720,7385,7608,1720,45000,0
30000,30,22221,23248,24260,24743,1391,1403,886,917,0
50000,25,2543,14335,566,5243,14439,566,5243,0,0
50000,21,390,1499,780,797,1499,780,797,1166,1
260000,39,231024,208119,213219,202106,10000,10000,8000,10000,0
360000,33,50067,17607,41262,8882,17607,41285,8882,17348,0
500000,52,0,0,0,0,0,0,0,0,1
160000,46,168501,160421,157661,73322,0,6322,2275,2343,0
460000,39,89095,93634,111899,199682,6000,20000,90000,9000,0
20000,26,19366,19297,20023,19625,1800,1500,500,500,1
360000,25,0,1647,1488,490,1647,5,2,1705,0
300000,38,1008,228,0,0,228,0,0,888,0
70000,28,29836,30856,30658,31850,1800,600,2000,0,1
50000,26,26808,44361,32088,20100,30040,2037,592,5003,0
150000,51,113647,117322,119935,124913,5001,4000,6006,5000,0
390000,42,1565,1733,2472,2626,1733,2492,2637,992,0
280000,37,251486,245307,218043,196016,9352,8077,7171,8014,0
50000,28,3377,4256,4207,694,1000,4207,694,238,0
280000,38,0,0,3898,1460,0,3898,1460,18901,1
50000,41,0,0,0,0,0,0,0,0,0
50000,32,13185,5070,6815,6068,1255,2000,0,2000,0
150000,28,0,0,0,0,0,0,0,0,0
120000,31,0,1730,2457,2192,1730,2459,0,2655,1
360000,37,10764,8874,3501,328,1052,1002,328,0,0
20000,33,3010,1603,19980,19983,1272,19288,681,917,0
50000,46,48797,49115,47991,0,2000,1018,0,0,0
20000,23,10407,10096,11926,11440,0,2000,0,1500,1
90000,35,90467,88834,89791,53096,4000,5000,3100,1700,1
230000,35,176853,180639,180117,179717,10000,5000,0,5000,0
20000,22,17990,17413,18608,19138,0,1502,822,2000,0
100000,23,45756,9187,5408,12920,9187,5408,12920,9656,0
270000,26,214277,199757,198551,201945,10000,7500,8000,7409,0
160000,28,1390,550,550,550,550,550,550,550,0
80000,29,46724,35074,32812,25930,2000,2000,1100,1000,0
10000,24,7554,8287,9580,9267,1500,2000,700,1500,1
500000,27,11354,9983,13570,10000,9983,13587,10000,10000,0
90000,43,16139,7199,4367,7660,4367,9,7660,21175,0
150000,59,11067,12367,10557,9974,12405,10557,9974,11507,0
50000,49,2522,1173,-88,2912,1173,0,3000,0,0
260000,48,200716,203751,205530,-170000,8812,9158,0,497000,0
50000,22,836,10214,10057,9221,10214,2000,0,423,0
30000,28,1190,2107,1098,1098,1098,0,0,982,1
70000,26,46599,45578,48505,47427,0,4000,0,2000,0
360000,52,0,0,0,0,0,0,0,0,1
430000,39,673,4549,7566,987,4576,7642,990,4889,0
50000,23,1291,2075,2895,2698,1100,1181,300,300,0
150000,26,22683,24349,2130,2130,2219,0,0,0,0
70000,23,17461,16892,18013,19315,0,1400,1600,1000,1
150000,25,42437,35082,19538,13277,2265,2538,277,200,0
110000,38,14084,11129,9316,7681,2500,2500,1000,1500,0
20000,38,3527,4556,5867,5495,1241,1700,0,0,1
20000,39,7824,9000,9867,11929,1307,1174,2236,500,0
50000,31,11479,12002,3508,339,12002,3508,339,1655,0
10000,33,8417,6281,8567,10046,1700,4700,2502,1500,0
20000,24,15703,19775,19096,19612,4663,0,1000,1000,0
180000,34,149172,100466,98458,89384,4600,4207,3500,4000,1
60000,26,60597,61332,58787,58472,5504,0,2304,2261,1
20000,30,6885,8627,8340,10044,2000,0,1855,0,1
70000,25,71106,67954,68976,49145,3292,3290,1706,1759,0
60000,38,48399,48241,36162,36560,1764,1400,5000,5000,0
200000,28,3330,2665,115323,21547,2686,115916,21722,4076,0
200000,34,-1730,-1730,1111,1111,0,3000,0,0,1
300000,37,3144,5688,2297,3115,5734,2018,3138,3187,0
390000,34,13006,522,1790,7957,524,1790,7957,3044,0
80000,23,72364,64105,45867,29713,2756,1366,1000,1023,0
100000,25,12660,5000,0,6272,5000,0,6272,4000,0
230000,30,213894,218966,238075,233210,10040,28341,0,6508,0
40000,49,0,0,0,0,0,0,0,0,0
180000,25,33322,29500,28418,16084,1900,1864,600,600,0
420000,28,22872,23309,24612,25400,1700,2000,1500,1500,0
20000,59,2946,0,1473,240,0,1473,240,540,0
340000,31,33639,37373,40990,42415,5000,5000,3000,2000,0
20000,25,9317,18576,18219,17095,10000,800,0,3500,1
320000,52,31858,33562,35119,36886,5000,5000,5000,5000,0
360000,39,0,0,0,0,0,0,0,0,0
100000,29,33330,36282,38673,43014,3500,3000,5000,6000,0
310000,36,0,298887,0,0,298887,0,0,0,0
140000,24,35806,36823,36285,36683,3000,1580,1294,1355,0
200000,33,98990,96566,103019,100464,0,9000,0,4000,0
30000,28,1743,0,0,2779,0,0,2779,0,1
130000,25,132110,133734,129299,131871,6359,4505,4530,4798,0
20000,44,17095,19112,17980,18780,3000,0,1000,1000,0
120000,57,116497,109247,98109,74387,5000,5007,5000,5000,0
190000,32,8010,922,3200,15010,922,3208,15010,4575,0
50000,26,43721,42060,42332,37872,2228,2500,1660,1457,0
130000,27,107599,109902,112635,114472,4030,4600,4200,5000,0
220000,48,28132,30362,31387,32559,2700,1534,1700,3000,1
200000,29,70422,67991,56909,56841,3500,2472,1683,1755,0
50000,59,37201,27863,27712,28433,1503,1352,1073,1077,0
30000,26,30954,30670,29856,30584,2074,0,2304,0,0
200000,33,0,0,0,0,0,0,0,0,0
400000,50,5523,8033,0,550,8037,0,550,0,1
120000,41,118847,113190,114113,111593,5000,6000,5000,5000,0
60000,38,45972,49874,47329,35587,5000,5000,5000,5000,0
150000,25,3167,13680,12848,8445,13879,4000,0,0,0
240000,44,16925,1411,1696,1437,1411,1200,0,1479,0
130000,29,3594,0,0,0,0,0,0,0,0
200000,40,91368,92989,99704,101169,4000,8300,4000,4000,1
240000,56,2500,0,0,0,0,0,0,0,1
30000,22,14885,16579,17498,25032,1939,1500,8213,1000,1
50000,26,44335,44626,40928,29367,2126,2104,990,1200,0
30000,26,13660,14708,17725,20320,1269,3286,2881,1,0
310000,33,0,0,0,0,0,0,0,0,0
120000,28,111840,114252,115306,112404,5300,3600,0,3400,1
290000,34,16196,17220,18231,18593,1292,1303,665,692,0
50000,45,45911,47521,48599,7476,2350,2421,298,468,0
130000,27,86883,99516,77188,78304,40000,3400,3000,3052,0
50000,30,47311,44136,17865,6431,2900,1035,500,508,0
210000,33,98,1090,0,0,1120,0,0,580,0
50000,47,4759,4540,4284,2946,0,0,0,0,1
10000,40,6160,6787,7377,7127,1123,1103,243,296,0
10000,22,5757,6706,7715,7873,1200,1128,286,1000,0
80000,24,75444,80025,78129,82581,6400,0,6300,0,1
360000,65,0,0,0,0,0,0,0,0,1
530000,32,12451,24095,15688,24511,24120,15791,12808,8090,0
20000,46,20376,19927,19907,19349,2000,1500,607,1360,0
170000,42,131629,131374,129544,131937,5300,5100,5000,4700,0
220000,33,16090,4991,-1350,18150,4991,0,20000,350,0
180000,40,991,991,1316,325,991,1316,0,1657,0
440000,37,5302,13333,686,-414,13333,1383,0,3150,0
20000,62,17870,18740,19343,19402,1462,1367,682,627,1
400000,39,0,0,0,0,0,0,0,0,1
130000,27,44826,40650,0,0,1092,0,0,0,0
420000,29,194505,144086,144169,122453,5479,5502,4193,5006,0
80000,34,78688,80539,76681,34197,4000,2333,3032,28298,0
20000,45,18569,40278,18760,18662,2500,3000,1000,0,0
320000,29,93070,90725,92697,106221,0,3500,15100,11,1
160000,40,27563,28350,25186,36100,5002,5000,14400,10000,0
50000,23,48725,51175,50115,33814,4987,1661,2000,3000,0
50000,35,14536,10827,9594,7309,2000,2000,2000,1277,0
70000,43,71037,71880,71927,71370,3352,3400,2900,2900,0
20000,59,19074,18482,20329,19616,0,2300,0,0,1
160000,24,157389,158475,162309,162462,6800,6500,6000,6200,0
130000,33,0,0,0,0,0,0,0,0,1
20000,23,16918,20627,19985,19702,4000,1,651,0,0
170000,48,18727,64028,107946,13608,66513,108323,13608,112876,0
300000,39,729,0,236,766,0,236,800,227,0
160000,31,1672,4411,500,0,4411,504,0,0,0
110000,52,0,0,1000,0,0,1000,0,0,0
230000,27,92167,92799,94328,96203,3340,3401,3420,3797,0
60000,21,40969,32724,24975,25475,1859,1410,910,939,0
280000,35,146368,244092,210226,177595,101585,90762,50119,282,0
180000,47,-6,-6,1251,0,0,1257,0,0,0
30000,30,12109,12917,13909,13394,1300,1500,0,0,1
50000,28,48010,40668,30361,22266,5000,2000,5000,6560,0
270000,41,832,416,832,416,0,832,0,566,0
80000,24,2346,0,0,0,0,0,0,0,1
120000,31,25719,29961,32451,31630,5000,3000,0,3000,1
120000,53,291,291,0,582,291,0,582,291,0
30000,23,29025,28331,29792,30106,1507,5538,1030,1500,0
380000,36,68943,75024,61114,60586,8000,5000,2500,5000,0
80000,37,80508,81731,78772,76818,3100,0,2000,3000,1
20000,26,17938,18798,19347,8007,1456,1005,160,98,0
160000,34,2947,4593,6057,6519,2000,2000,1000,1000,0
230000,26,8328,0,600,600,0,600,0,0,1
370000,39,334394,337272,340152,345904,14005,12004,12362,12006,1
30000,41,29717,28569,29168,30566,0,2000,2200,0,0
20000,24,20073,19940,19441,18680,1319,1291,656,679,0
20000,23,17529,16967,17176,16605,0,780,0,1000,1
470000,52,84672,86821,88892,90944,5000,5000,5000,5000,0
220000,29,36106,33494,29518,29569,3000,3000,6000,5000,1
80000,32,78887,69433,48198,49182,2569,2000,2000,1770,0
